Type,Name,EligibilityUrl,WebsiteUrl,Degree,CourseOffered,MappedSubjects,Eligibility,Remarks
CU,"Indira Gandhi National Tribal University, Amarkantak, Madhya Pradesh",https://cuetug.ntaonline.in/universities/eligibility/MjM=,," Under Graduate",Under Graduate English," General Test","Students who have passed 10+2 in any subject from a recognized Board/Institution having scored a minimum of 45% in aggregate or equivalent CGPA or equivalent grade in case of candidates belonging to General category, EWS and OBC and 40% in case of students belonging to SC/ST/PWD categories are eligible to apply.",
CU,"Indira Gandhi National Tribal University, Amarkantak, Madhya Pradesh",https://cuetug.ntaonline.in/universities/eligibility/MjM=,," Under Graduate",Under Graduate Geography," General Test","Students who have passed 10+2 in any subject from a recognized Board/Institution having scored a minimum of 45% in aggregate or equivalent CGPA or equivalent grade in case of candidates belonging to General category, EWS and OBC and 40% in case of students belonging to SC/ST/PWD categories are eligible to apply.",
CU,"Indira Gandhi National Tribal University, Amarkantak, Madhya Pradesh",https://cuetug.ntaonline.in/universities/eligibility/MjM=,," Under Graduate",Under Graduate Hindi," General Test","Students who have passed 10+2 in any subject from a, recognized Board/Institution having scored a, minimum of 45% in aggregate or equivalent CGPA or, equivalent grade in case of candidates belonging to, General category, EWS and OBC and 40% in case of, students belonging to SC/ST/PWD categories are, eligible to apply.",
CU,"Indira Gandhi National Tribal University, Amarkantak, Madhya Pradesh",https://cuetug.ntaonline.in/universities/eligibility/MjM=,," Under Graduate",Under Graduate History," History","Students who have passed 10+2 in any subject from a, recognized Board/Institution having scored a, minimum of 45% in aggregate or equivalent CGPA or, equivalent grade in case of candidates belonging to, General category, EWS and OBC and 40% in case of, students belonging to SC/ST/PWD categories are, eligible to apply.",
CU,"Indira Gandhi National Tribal University, Amarkantak, Madhya Pradesh",https://cuetug.ntaonline.in/universities/eligibility/MjM=,," Under Graduate",Under Graduate Journalism and Mass Communication," Mass Media/ Mass Communication","Students who have passed 10+2 in any subject from a, recognized Board/Institution having scored a, minimum of 45% in aggregate or equivalent CGPA or, equivalent grade in case of candidates belonging to, General category, EWS and OBC and 40% in case of, students belonging to SC/ST/PWD categories are, eligible to apply.",
CU,"Indira Gandhi National Tribal University, Amarkantak, Madhya Pradesh",https://cuetug.ntaonline.in/universities/eligibility/MjM=,," Under Graduate",Under Graduate Linguistics," General Test","Students who have passed 10+2 in any subject from a, recognized Board/Institution having scored a, minimum of 45% in aggregate or equivalent CGPA or, equivalent grade in case of candidates belonging to, General category, EWS and OBC and 40% in case of, students belonging to SC/ST/PWD categories are, eligible to apply.",
CU,"Indira Gandhi National Tribal University, Amarkantak, Madhya Pradesh",https://cuetug.ntaonline.in/universities/eligibility/MjM=,," Under Graduate",Under Graduate Museology," General Test","Students who have passed 10+2 in any subject from a, recognized Board/Institution having scored a, minimum of 45% in aggregate or equivalent CGPA or, equivalent grade in case of candidates belonging to, General category, EWS and OBC and 40% in case of, students belonging to SC/ST/PWD categories are, eligible to apply.",
CU,"Indira Gandhi National Tribal University, Amarkantak, Madhya Pradesh",https://cuetug.ntaonline.in/universities/eligibility/MjM=,," Under Graduate",Under Graduate Philosophy," General Test","Students who have passed 10+2 in any subject from a, recognized Board/Institution having scored a, minimum of 45% in aggregate or equivalent CGPA or, equivalent grade in case of candidates belonging to, General category, EWS and OBC and 40% in case of, students belonging to SC/ST/PWD categories are, eligible to apply.",
CU,"Indira Gandhi National Tribal University, Amarkantak, Madhya Pradesh",https://cuetug.ntaonline.in/universities/eligibility/MjM=,," Under Graduate",Under Graduate Political Science," Political science","Students who have passed 10+2 in any subject from a, recognized Board/Institution having scored a, minimum of 45% in aggregate or equivalent CGPA or, equivalent grade in case of candidates belonging to, General category, EWS and OBC and 40% in case of, students belonging to SC/ST/PWD categories are, eligible to apply.",
CU,"Indira Gandhi National Tribal University, Amarkantak, Madhya Pradesh",https://cuetug.ntaonline.in/universities/eligibility/MjM=,," Under Graduate",Under Graduate Psychology," Psychology","Students who have passed 10+2 in any subject from a, recognized Board/Institution having scored a, minimum of 45% in aggregate or equivalent CGPA or, equivalent grade in case of candidates belonging to, General category, EWS and OBC and 40% in case of, students belonging to SC/ST/PWD categories are, eligible to apply.",
CU,"Indira Gandhi National Tribal University, Amarkantak, Madhya Pradesh",https://cuetug.ntaonline.in/universities/eligibility/MjM=,," Under Graduate",Under Graduate Sanskrit," General Test","Students who have passed 10+2 in any subject from a, recognized Board/Institution having scored a, minimum of 45% in aggregate or equivalent CGPA or, equivalent grade in case of candidates belonging to, General category, EWS and OBC and 40% in case of, students belonging to SC/ST/PWD categories are, eligible to apply.",
CU,"Indira Gandhi National Tribal University, Amarkantak, Madhya Pradesh",https://cuetug.ntaonline.in/universities/eligibility/MjM=,," Under Graduate",Under Graduate Sociology," General Test","Students who have passed 10+2 in any subject from a, recognized Board/Institution having scored a, minimum of 45% in aggregate or equivalent CGPA or, equivalent grade in case of candidates belonging to, General category, EWS and OBC and 40% in case of, students belonging to SC/ST/PWD categories are, eligible to apply.",
CU,"Indira Gandhi National Tribal University, Amarkantak, Madhya Pradesh",https://cuetug.ntaonline.in/universities/eligibility/MjM=,," Under Graduate",Under Graduate Tribal Studies-Art-Culture &amp; Folk Literature," General Test","Students who have passed 10+2 in any subject from a, recognized Board/Institution having scored a, minimum of 45% in aggregate or equivalent CGPA or, equivalent grade in case of candidates belonging to, General category, EWS and OBC and 40% in case of, students belonging to SC/ST/PWD categories are, eligible to apply.",
CU,"Indira Gandhi National Tribal University, Amarkantak, Madhya Pradesh",https://cuetug.ntaonline.in/universities/eligibility/MjM=,," Under Graduate",Under Graduate Yogic Science," General Test","Students who have passed 10+2 in any subject from a, recognized Board/Institution having scored a, minimum of 45% in aggregate or equivalent CGPA or, equivalent grade in case of candidates belonging to, General category, EWS and OBC and 40% in case of, students belonging to SC/ST/PWD categories are, eligible to apply.",
CU,"Indira Gandhi National Tribal University, Amarkantak, Madhya Pradesh",https://cuetug.ntaonline.in/universities/eligibility/MjM=,," Under Graduate",Under Graduate Biotechnology," Biology","Students who have passed 10+2 examination in any, branch of Science from a recognized Board/Institution, having scored a minimum of 45% aggregate in case of, candidates belonging to General, EWS and OBC, Category and 40% in case of students belonging to, SC/ST/PWD categories are eligible to apply.",
CU,"Indira Gandhi National Tribal University, Amarkantak, Madhya Pradesh",https://cuetug.ntaonline.in/universities/eligibility/MjM=,," Under Graduate",Under Graduate Botany," Biology","Students who have passed 10+2 examination in, Science with Biology from a recognized, Board/Institution having scored a minimum of 45% in, aggregate in case of candidates belonging to General, category, EWS and OBC and 40% in case of students, belonging to SC/ST/PWD categories are eligible to, apply.",
CU,"Indira Gandhi National Tribal University, Amarkantak, Madhya Pradesh",https://cuetug.ntaonline.in/universities/eligibility/MjM=,," Under Graduate",Under Graduate Chemistry," Chemistry","Students who have passed 10+2 examination in any, branch of Science with Chemistry from a recognized, Board/Institution having scored a minimum of 45% in, aggregate in case of candidates belonging to General, category, EWS and OBC and 40% in case of students, belonging to SC/ST/PWD categories are eligible to, apply.",
CU,"Indira Gandhi National Tribal University, Amarkantak, Madhya Pradesh",https://cuetug.ntaonline.in/universities/eligibility/MjM=,," Under Graduate",Under Graduate Environmental Science," Environmental Science","Students who have passed 10+2 examination in any, branch of Science from a recognized Board/Institution, having scored a minimum of 45% aggregate in case of, candidates belonging to General, EWS and OBC, Category and 40% in case of students belonging to, SC/ST/PWD categories are eligible to apply.",
CU,"Indira Gandhi National Tribal University, Amarkantak, Madhya Pradesh",https://cuetug.ntaonline.in/universities/eligibility/MjM=,," Under Graduate",Under Graduate Mathematics," Mathematics","Students who have passed 10+2 examination in, Science with Physics and Mathematics from a, recognized Board/Institution having scored a, minimum of 45% aggregate in case of candidates, belonging to General, EWS and OBC Category and 40%, in case of students belonging to SC/ST/PWD categories, are eligible to apply.",
CU,"Indira Gandhi National Tribal University, Amarkantak, Madhya Pradesh",https://cuetug.ntaonline.in/universities/eligibility/MjM=,," Under Graduate",Under Graduate Physics," Physics","Students who have passed 10+2 examination in, Science with Physics and Mathematics from a, recognized Board/Institution having scored a, minimum of 45% aggregate in case of candidates, belonging to General, EWS and OBC Category and 40%, in case of students belonging to SC/ST/PWD categories, are eligible to apply.",
CU,"Indira Gandhi National Tribal University, Amarkantak, Madhya Pradesh",https://cuetug.ntaonline.in/universities/eligibility/MjM=,," Under Graduate",Under Graduate Zoology," Biology","Students who have passed 10+2 examination in, Science with Biology from a recognized, Board/Institution having scored a minimum of 45% in, aggregate in case of candidates belonging to General, category, EWS and OBC and 40% in case of students, belonging to SC/ST/PWD categories are eligible to, apply.",
CU,"Indira Gandhi National Tribal University, Amarkantak, Madhya Pradesh",https://cuetug.ntaonline.in/universities/eligibility/MjM=,," Under Graduate",Under Graduate Statistics," Mathematics","Students who have passed 10+2 examination in, Science with Physics and Mathematics from a, recognized Board/Institution having scored a, minimum of 45% aggregate in case of candidates, belonging to General, EWS and OBC Category and 40%, in case of students belonging to SC/ST/PWD categories, are eligible to apply.",
CU,"Indira Gandhi National Tribal University, Amarkantak, Madhya Pradesh",https://cuetug.ntaonline.in/universities/eligibility/MjM=,," Under Graduate",Under Graduate Commerce," General Test","Students who have passed 10+2 examination in, Commerce or Mathematics from a recognized, Board/Institution having scored a minimum of 45% in, aggregate in case of candidates belonging to General,, EWS and OBC Category and 40% in case of students, belonging to SC/ST/PWD categories are eligible to, apply.",
CU,"Indira Gandhi National Tribal University, Amarkantak, Madhya Pradesh",https://cuetug.ntaonline.in/universities/eligibility/MjM=,," Under Graduate",Under Graduate Business Administration," General Test","Students who have passed 10+2 in any subject from a, recognized Board/Institution having scored a, minimum of 45% in aggregate or equivalent CGPA or, equivalent grade in case of candidates belonging to, General category, EWS and OBC and 40% in case of, students belonging to SC/ST/PWD categories are, eligible to apply.",
CU,"Indira Gandhi National Tribal University, Amarkantak, Madhya Pradesh",https://cuetug.ntaonline.in/universities/eligibility/MjM=,," Under Graduate",Under Graduate Computer Science," &quot;Computer Science/ Informatics Practices OR Mathematics&quot;","Students who have passed 10+2 examination with, Computer or Commerce or Mathematics from a, recognized Board/Institution having scored a, minimum of 45% aggregate in case of candidates, belonging to General, EWS and OBC Category and 40%, in case of students belonging to SC/ST categories are, eligible to apply.",
CU,"Indira Gandhi National Tribal University, Amarkantak, Madhya Pradesh",https://cuetug.ntaonline.in/universities/eligibility/MjM=,," Vocational Programme",Vocational Programme Agriculture Sciences," General Test","Students who have passed 10+2 examination in in any, discipline from a recognized Board/Institution having, scored a minimum of 45% aggregate in case of, candidates belonging to General, EWS and OBC, Category and 40% in case of students belonging to, SC/ST categories are eligible to apply.",
CU,"Indira Gandhi National Tribal University, Amarkantak, Madhya Pradesh",https://cuetug.ntaonline.in/universities/eligibility/MjM=,," Vocational Programme",Vocational Programme Software Development," General Test","Students who have passed 10+2 examination in in any, discipline from a recognized Board/Institution having, scored a minimum of 45% aggregate in case of, candidates belonging to General, EWS and OBC, Category and 40% in case of students belonging to, SC/ST categories are eligible to apply.",
CU,"Indira Gandhi National Tribal University, Amarkantak, Madhya Pradesh",https://cuetug.ntaonline.in/universities/eligibility/MjM=,," Vocational Programme","Vocational Programme Theatre, Stagecraft, Film Production and Media Technology"," General Test","Students who have passed 10+2 examination in in any, discipline from a recognized Board/Institution having, scored a minimum of 45% aggregate in case of, candidates belonging to General, EWS and OBC, Category and 40% in case of students belonging to, SC/ST categories are eligible to apply.",
CU,"Indira Gandhi National Tribal University, Amarkantak, Madhya Pradesh",https://cuetug.ntaonline.in/universities/eligibility/MjM=,," Vocational Programme",Vocational Programme Tourism and Hospitality Management," General Test","Students who have passed 10+2 examination in in any, discipline from a recognized Board/Institution having, scored a minimum of 45% aggregate in case of, candidates belonging to General, EWS and OBC, Category and 40% in case of students belonging to, SC/ST categories are eligible to apply.",
CU,"Indira Gandhi National Tribal University, Amarkantak, Madhya Pradesh",https://cuetug.ntaonline.in/universities/eligibility/MjM=,," Under Graduate",B. Pharm.," Chemistry +Biology or Mathematics","First year B. Pharm: Candidate shall have passed 10+2, examination conducted by the respective state/central, government authorities recognized as equivalent to, 10+2 examination by the Association of Indian, Universities (AIU) with English as one of the subjects, and Physics, Chemistry, Mathematics (P.C.M) and or, Biology (P.C.B / P.C.M.B.) as optional subjects, individually. Any other qualification approved by the, Pharmacy Council of India as equivalent to any of the, above examinations., The candidate has scored a minimum of 50% in, aggregate in case of candidates belonging to General,, EWS and OBC Category and 45% in case of students, belonging to SC/ST/PWD categories are eligible to, apply.",
CU,"Indira Gandhi National Tribal University, Amarkantak, Madhya Pradesh",https://cuetug.ntaonline.in/universities/eligibility/MjM=,," Under Graduate",B.Pharm (Lateral Entry)," Chemistry +Biology or Mathematics","A Candidate who have passed D.Pharm course from an, institution approved by the Pharmacy Council of India under section 12 of the Pharmacy Act and, having scored a minimum of 50% in aggregate of both years in case of candidates belonging to, General, EWS and OBC categories and 45% in case of candidates belonging to SC/ST/PWD categories, are eligible to apply.,",
CU,"Indira Gandhi National Tribal University, Amarkantak, Madhya Pradesh",https://cuetug.ntaonline.in/universities/eligibility/MjM=,," Diploma",D. Pharm.," Chemistry +Biology or Mathematics","Students who have passed 10+2 examination with, Physics, Chemistry, Mathematics (PCM) or Physics,, Chemistry, Biology (PCB) or Physics, Chemistry,, Mathematics & Biology from a recognized, Board/Institution having scored a minimum of 50%, aggregate in case of candidates belonging to General,, EWS and OBC Category and 45% in case of students, belonging to SC/ST/PWD categories are eligible to, apply,",
CU,"Indira Gandhi National Tribal University, Amarkantak, Madhya Pradesh",https://cuetug.ntaonline.in/universities/eligibility/MjM=,," Under Graduate",Home Science," Biology","Students who have passed 10+2 examination in any, branch of Science from a recognized Board/Institution, having scored a minimum of 45% aggregate in case of, candidates belonging to General, EWS and OBC, Category and 40% in case of students belonging to, SC/ST/PWD categories are eligible to apply.",
CU,"Indira Gandhi National Tribal University, Amarkantak, Madhya Pradesh",https://cuetug.ntaonline.in/universities/eligibility/MjM=,," Under Graduate",Physical Education," General Test","Students who have passed 10+2 examination in in any, discipline from a recognized Board/Institution having, scored a minimum of 45% aggregate in case of, candidates belonging to General, EWS and OBC, Category and 40% in case of students belonging to, SC/ST categories are eligible to apply.",
CU,"Indira Gandhi National Tribal University, Amarkantak, Madhya Pradesh",https://cuetug.ntaonline.in/universities/eligibility/MjM=,," Under Graduate ",Under Graduate Tourism Management," General Test","Students who have passed 10+2 in any subject from a, recognized Board/Institution having scored a, minimum of 45% in aggregate or equivalent CGPA or, equivalent grade in case of candidates belonging to, General category, EWS and OBC and 40% in case of, students belonging to SC/ST/PWD categories are, eligible to apply.",
CU,"Indira Gandhi National Tribal University, Amarkantak, Madhya Pradesh",https://cuetug.ntaonline.in/universities/eligibility/MjM=,," Under Graduate "," Vocal Music"," General Test","Students who have passed 10+2 examination in in any, discipline from a recognized Board/Institution having, scored a minimum of 45% aggregate in case of, candidates belonging to General, EWS and OBC, Category and 40% in case of students belonging to, SC/ST categories are eligible to apply.",
CU,JAMIA MILLIA ISLAMIA,https://cuetug.ntaonline.in/universities/eligibility/MjQ=,," B.A.",B.A.(Hons) Hindi," Hindi",Eligibility: Senior Sec. School Certificate or an equivalent examination with not less than 50% marks in aggregate of best 5-papers or in the subject concerned.,
CU,JAMIA MILLIA ISLAMIA,https://cuetug.ntaonline.in/universities/eligibility/MjQ=,," B.A.",B.A.(Hons) Sanskrit," General Test",Eligibility: Passed 10+2 with 50% marks from a recognized Board/University.,
CU,JAMIA MILLIA ISLAMIA,https://cuetug.ntaonline.in/universities/eligibility/MjQ=,," B.A.",B.A. (Hons) French &amp; Francophone Studies," General Test",Eligibility: Senior Sec. School Certificate or an equivalent examination with not less than 50% marks in aggregate or in the subject concerned.,
CU,JAMIA MILLIA ISLAMIA,https://cuetug.ntaonline.in/universities/eligibility/MjQ=,," B.A.",B.A. (Hons) Spanish &amp; Latin American Studies," General Test",Eligibility: Senior Sec. School Certificate or an equivalent examination with not less than 50% marks in aggregate or in the subject concerned.,
CU,JAMIA MILLIA ISLAMIA,https://cuetug.ntaonline.in/universities/eligibility/MjQ=,," B.A.",B.A.( Hons) Economics," Economics","Eligibility:
 Senior Secondary School Certificate or an equivalent examination with not less than 50% marks in aggregate of best 5-papers.",
CU,JAMIA MILLIA ISLAMIA,https://cuetug.ntaonline.in/universities/eligibility/MjQ=,," B.A.",B.A.( Hons) History," History",Eligibility: Senior Sec. School Certificate or an equivalent examination with not less than 50% marks in aggregate or in the subject concerned.,
CU,JAMIA MILLIA ISLAMIA,https://cuetug.ntaonline.in/universities/eligibility/MjQ=,," B.Sc.",B.Sc. Biotechnology	," Biology/Biochemistry/Biotechnology","Eligibility: 
 Senior Secondary School Certificate or an equivalent examination with not less than 50% marks in each science subjects i.e. Physics, Chemistry and
 Biology/ Mathematics.",
CU,JAMIA MILLIA ISLAMIA,https://cuetug.ntaonline.in/universities/eligibility/MjQ=,," B.Voc",B.Voc. (Solar Energy)," Physics","Eligibility:  
Category 1: Students who have already acquired NSQF certification level 4 in the industry sector belonging to Solar Energy. 

Category 2: Students who have acquired NSQF certification level 4 but may like to change their sector and pursue Vocational course in Solar Energy.  

Category 3: Students who have passed 10+2 level examination (or equivalent) without any background of vocational training. Such students must have secured at least 50% marks at the 10+2 level. Besides, they must have also studied Physics and Mathematics at the 10+2 (or Equivalent ) level.     Category 4: Three Years Diploma Engineering (any decipline) with 50% marks from a recognized Board/University.",
CU,JAMIA MILLIA ISLAMIA,https://cuetug.ntaonline.in/universities/eligibility/MjQ=,," B.Sc",B.Sc.(Hons) Physics," Physics","Senior Secondary School Certificate or an equivalent examination with not less than 50% marks in aggregate of Physics, Chemistry and Mathematics and in the subject concerned",
CU,JAMIA MILLIA ISLAMIA,https://cuetug.ntaonline.in/universities/eligibility/MjQ=,," B.A",B.A.(Hons.) (Turkish Language &amp; Literature)," General Test",Senior Sec. School Certificate or an equivalent examination with not less than 50% marks in aggregate of best 5-papers or in the subject concerned.,
CU,JAMIA MILLIA ISLAMIA,https://cuetug.ntaonline.in/universities/eligibility/MjQ=,," B.Sc",B.Sc. (H) Chemistry," CHEMISTRY","Senior Secondary School Certificate or an equivalent examination with not less than 50% marks in aggregate of Physics, Chemistry and Mathematics and/or Biology and 50% marks in Chemistry subject.",
CU,JAMIA MILLIA ISLAMIA,https://cuetug.ntaonline.in/universities/eligibility/MjQ=,," B.Sc",B.Sc. (H) Applied Mathematics," MATHEMATICS","Senior Secondary School Certificate or an equivalent examination with not less than 50% marks in aggregate of Physics, Chemistry and Mathematics and in the subject concerned",
CU,JAMIA MILLIA ISLAMIA,https://cuetug.ntaonline.in/universities/eligibility/MjQ=,," B.A",B.A. (H) Korean Language," GENERAL TEST",Senior Secondary School Certificate with not less than 50% marks in aggregate of best 5 papers.,
CU,JAMIA MILLIA ISLAMIA,https://cuetug.ntaonline.in/universities/eligibility/MjQ=,," B.A",B.A. (H) Persian," GENERAL TEST",Senior Sec. School Certificate or an equivalent examination with not less than 45% marks in aggregate or 50% marks in the subject concerned.,
CU,JAMIA MILLIA ISLAMIA,https://cuetug.ntaonline.in/universities/eligibility/MjQ=,," B.A",B.A. (H) Urdu," URDU",Senior Sec. School Certificate or an equivalent examination with not less than 45% marks in aggregate or 50% marks in the subject concerned.,
CU,JAWAHARLAL NEHRU UNIVERSITY,https://cuetug.ntaonline.in/universities/eligibility/MjU=,," B.A. (Hons.)",B.A. (Hons.) Pashto," Candidates are required to opt for Section IA – English Test and Section III – General Test for the admission in JNU. Candidates who will not appear in both the Sections, i.e. Section IA (English Test) and Section III (General Test), will not be considered for admission in JNU.","(i) Senior School Certificate (10+2) or equivalent examination from a recognised Board/University with
minimum of 45% marks. The candidates who are due to appear in Senior School Certificate (10+2) or equivalent examination are eligible to apply.
(ii) Certificate of Alimiah with atleast 45% marks issued by any of the following Madrasas subject to the condition that the candidate has passed English language at the level of Senior Secondary from a recognised Board/University or a three year course conducted by Darul-Uloom Deoband.
 1. Darul Uloom Deoband, U.P.
 2. Mazahirul Uloom Saharanpur, U.P.
 3. Darul Uloom Mau, U.P.
 4. Miftahul Uloom, Mau, U.P.
 5. Jamia Athria Darul Hadith Mau, U.P.
 6. Jamia Faize Am Mau, U.P.
 7. Madrasa Alia Mau, U.P.
 8. Madrasa Muhammadia, Mau, U.P.
 9. Madrasa Faizanul Uloom Bahadurganj, Ghazipur, U.P.
 10. Madrasa Ihyaul Uloom Mubarkpur, Azamgarh, U.P.
 11. Tauhid Education Trust Ma""hadabad-Khagra Kishan Ganj, Bihar
 12. Jamia Imam Ibn Taimiya, Madinatussalam, E. Champaran, Bihar
(iii) (a) Certificate of Alimiah with atleast 45% marks issued by the following Madrasas
1. Nadwatul Ulema, Lucknow, U.P.
2. Jamiatul Flah, Bilariaganj, Azamgarh, U.P.
3. Certificate of Fazilah from Madrasatul Islah, sarai Mir, Azamgarh, U.P.
4. Madrasa Jamia Islamia, Muzaffarpur, Azamgarh, U.P.
5. Madrasa Eram Convent for Girls and Boys Indra Nagar, Lucknow, U.P.
6. Jamial Muzahrul Uloom (Patna) (Degree of Fazilah)
7. Jamial Darul Huda al-Islamiyah (Certificate of al-Sanaviyah al-Ulia)
8. Darul Uloom Alimia, Jamda Shahi, Basti, UP (Alimia Certificate)
9. Al-Jamia-Tus-Salafiah (Markazi Darul-Uloom) (Degree of Alemiat)
10. Al Jamia Al Islamiya Kerala India (V) ( Preparatoy course which is of 2 years after senior school leaving certificate)
11.  Al Jamiatul Ashrafia, Mubarak Pur, Azamgarh UP (Certificate of  Alimiat/Fazilat)
12.   Jamia Syed Ahmad Shaheed, Vill. Ashmadabad (Katauli) Malihabad,    Lucknow UP (Alamiyat degree)
13.  Jamiya Misbahul Uloom, Chaukonia Bharat Bhari, Siddharth Nagar, UP (  Almiah degree)
14. Jamia Islamia Sanabil (Aaliya/Fadhil)
15. Al Jamiatul Islamiah Tilkahna, Siddarth Nagar, UP (Alimia)
16. Madrasa Arabia Islamia Wasiatul Uloom, Allahabad, UP (Alimia)
17.  Mahad Aysha Al-siddiqa Qasimul Uloom Libanat, Darussalam Abul  Barakat, Deoband, UP (Almiyat).
(b) Certificate of Maulvi with atleast 45% marks issued by the Bihar Board of Madrasa Education
(c) Certificate of Senior Secondary (Class 12) with atleast 45% marks issued by the Urdu Education Board, New Delhi
(d) Certificate of Alima with atleast 45% marks issued by the Jamiat-Ul-Mominath, Hyderabad 
(e) Certificate of Adeeb-e-Mahir (Intermediate) with atleast 45% marks issued by the Jamia Urdu, Aligarh  
(iv) Candidates who have already pursued B.A./M.A., Language programme in two or more Centres of the School during their entire academic career are not eligible for admission.
NOTE: 
1.   80% of the seats in the B.A.(Hons.) programme in the School are earmarked for those who have either passed the Senior School Certificate or equivalent examination in the year 2023 or are due to appear in 2024, and the remaining 20% are open to all other candidates.
2. Candidates who have obtained their Higher Secondary Certificate under the 10+1 pattern of 
education will be eligible for admission to the B.A. programme if they have successfully completed the First-Year of Bachelor""s 
degree examination of a University under 10+1+3 pattern of education with the prescribed percentage of marks i.e. 45%. 
(All OBC category (non creamy layer) candidates are eligible to 10% relaxation in the 
percentage of marks in the qualifying examination in relation to open category. The SC/ST and Person with Disability 
(PWD) candidates who have passed the qualifying examination irrespective of their percentage of marks are eligible to 
appear in the Entrance Examination.)",
CU,JAWAHARLAL NEHRU UNIVERSITY,https://cuetug.ntaonline.in/universities/eligibility/MjU=,," B.A. (Hons.)",B.A. (Hons.) Persian," Candidates are required to opt for Section IA – English Test and Section III – General Test for the admission in JNU. Candidates who will not appear in both the Sections, i.e. Section IA (English Test) and Section III (General Test), will not be considered for admission in JNU.","(i) Senior School Certificate (10+2) or equivalent examination from a recognised Board/University with minimum of 45% marks. The candidates who are due to appear in Senior School Certificate (10+2) or equivalent examination are eligible to apply. (ii) Certificate of Alimiah with atleast 45% marks issued by any of the following Madrasas subject to the condition that the candidate has passed English language at the level of Senior Secondary from a recognised Board/University or a three year course conducted by Darul-Uloom Deoband.  1. Darul Uloom Deoband, U.P.  2. Mazahirul Uloom Saharanpur, U.P.  3. Darul Uloom Mau, U.P.  4. Miftahul Uloom, Mau, U.P.  5. Jamia Athria Darul Hadith Mau, U.P.  6. Jamia Faize Am Mau, U.P.  7. Madrasa Alia Mau, U.P.  8. Madrasa Muhammadia, Mau, U.P.  9. Madrasa Faizanul Uloom Bahadurganj, Ghazipur, U.P.  10. Madrasa Ihyaul Uloom Mubarkpur, Azamgarh, U.P.  11. Tauhid Education Trust Mahadabad-Khagra Kishan Ganj, Bihar  12. Jamia Imam Ibn Taimiya, Madinatussalam, E. Champaran, Bihar (iii) (a) Certificate of Alimiah with atleast 45% marks issued by the following Madrasas 1. Nadwatul Ulema, Lucknow, U.P. 2. Jamiatul Flah, Bilariaganj, Azamgarh, U.P. 3. Certificate of Fazilah from Madrasatul Islah, sarai Mir, Azamgarh, U.P. 4. Madrasa Jamia Islamia, Muzaffarpur, Azamgarh, U.P. 5. Madrasa Eram Convent for Girls and Boys Indra Nagar, Lucknow, U.P. 6. Jamial Muzahrul Uloom (Patna) (Degree of Fazilah) 7. Jamial Darul Huda al-Islamiyah (Certificate of al-Sanaviyah al-Ulia) 8. Darul Uloom Alimia, Jamda Shahi, Basti, UP (Alimia Certificate) 9. Al-Jamia-Tus-Salafiah (Markazi Darul-Uloom) (Degree of Alemiat) 10. Al Jamia Al Islamiya Kerala India (V) ( Preparatoy course which is of 2 years after senior school leaving certificate) 11.  Al Jamiatul Ashrafia, Mubarak Pur, Azamgarh UP (Certificate of  Alimiat/Fazilat) 12.   Jamia Syed Ahmad Shaheed, Vill. Ashmadabad (Katauli) Malihabad,    Lucknow UP (Alamiyat degree) 13.  Jamiya Misbahul Uloom, Chaukonia Bharat Bhari, Siddharth Nagar, UP (  Almiah degree) 14. Jamia Islamia Sanabil (Aaliya/Fadhil) 15. Al Jamiatul Islamiah Tilkahna, Siddarth Nagar, UP (Alimia) 16. Madrasa Arabia Islamia Wasiatul Uloom, Allahabad, UP (Alimia) 17.  Mahad Aysha Al-siddiqa Qasimul Uloom Libanat, Darussalam Abul  Barakat, Deoband, UP (Almiyat). (b) Certificate of Maulvi with atleast 45% marks issued by the Bihar Board of Madrasa Education (c) Certificate of Senior Secondary (Class 12) with atleast 45% marks issued by the Urdu Education Board, New Delhi (d) Certificate of Alima with atleast 45% marks issued by the Jamiat-Ul-Mominath, Hyderabad  (e) Certificate of Adeeb-e-Mahir (Intermediate) with atleast 45% marks issued by the Jamia Urdu, Aligarh   (iv) Candidates who have already pursued B.A./M.A., Language programme in two or more Centres of the School during their entire academic career are not eligible for admission. NOTE:  1.   80% of the seats in the B.A.(Hons.) programme in the School are earmarked for those who have either passed the Senior School Certificate or equivalent examination in the year 2023 or are due to appear in 2024, and the remaining 20% are open to all other candidates. 2. Candidates who have obtained their Higher Secondary Certificate under the 10+1 pattern of education will be eligible for admission to the B.A. programme if they have successfully completed the First-Year of Bachelors degree examination of a University under 10+1+3 pattern of education with the prescribed percentage of marks i.e. 45%.  (All OBC category (non creamy layer) candidates are eligible to 10% relaxation in the percentage of marks in the qualifying examination in relation to open category. The SC/ST and Person with Disability (PWD) candidates who have passed the qualifying examination irrespective of their percentage of marks are eligible to appear in the Entrance Examination.)",
